LOCALIDADES,Telpatln,Joachn,Capoluca,San Mateo Yoloxochitln,Zapotitln Salinas,Zapoapan,Tlamatoca Potrerillo,Atoyac,Tetla,Colorines,San Bartolom Ayautla,Campo Grande,Zoquitln,Necoxtla,Santa Mara del Monte,San Marcial,Acatepec (San Antonio),San Isidro Vista Hermosa,Cuichapa,Mariano Escobedo,Xitlama,Tetela,Fraccionamiento Valle Dorado,Agrcola Lzaro Crdenas,La Luz y Trinidad Palotal,Providencia,Tlilapan,San Pedro Ixcatln,Tepetzitzintla,Guadalupe (La Patrona),Los Naranjos,Tuxpanguillo,Omealca,Tequila,Motzorongo,La Perla,Sumidero,Atzompa,Calipan,Huiloapan de Cuauhtmoc,Tomatln,Paraje Nuevo,Tetelzingo,Dos Ros (Tocuila),Ixhuatlancillo,Tezonapa,Peuela,Yanga,Acatln de Prez Figueroa,San Felipe Jalapa de Daz,San Lucas Ojitln,Coxcatln,Temascal,Ixhuatln del Caf,Zongolica,Monte Blanco,Acultzingo,Vicente Camalote,Xocotla,Cuautlapan,Teotitln de Flores Magn,San Jos Miahuatln,El Pueblito (Crucero Nacional),Unin y Progreso,Jalapilla,Cosolapa,Atzacan,Amatln de los Reyes,Rafael Delgado,Huautla de Jimnez,Chocamn,La Luz Francisco I. Madero (San Romn),Crdoba (Santa Leticia),Maltrata,San Gabriel Chilac,Paso del Macho,Cuitlhuac,Palmira,General Miguel Alemn (Potrero Nuevo),Coscomatepec de Bravo,San Sebastin Zinacatepec,Tres Valles,Altepexi,Fortn de las Flores,Nogales,Ixtaczoquitln,Ciudad de Ajalpan,Ciudad Mendoza,Ro Blanco,Tierra Blanca,Orizaba,Crdoba,Tehuacn, 
Teotitln de Flores Magn,76.725,236.064,150.327,60.562,84.103,149.328,186.132,174.309,164.29,152.299,102.15,147.195,52.635,127.147,89.66,155.211,53.467,69.166,171.244,137.971,48.376,173.026,133.092,122.101,157.018,180.19,135.523,138.851,72.092,162.824,228.896,151.756,182.295,148.057,142.981,139.672,143.726,125.341,27.686,123.502,165.224,163.916,182.052,148.956,137.654,137.896,162.911,170.393,153.954,124.292,143.801,23.27,245.906,171.1,115.784,153.606,103.199,163.052,172.868,142.81,0,44.904,151.075,134.078,133.681,132.296,140.199,158.718,135.817,66.114,160.12,151.729,150.678,153.708,56.604,189.034,178.906,135.184,175.499,170.328,38.306,209.883,47.867,147.303,123.832,139.074,43.224,120.69,127.193,247.485,133.438,154.605,66.168, 
San Jos Miahuatln,65.92,202.469,116.732,104.31,47.92,115.733,152.537,140.714,130.695,118.704,145.898,113.6,42.825,93.552,57.026,121.616,42.662,35.571,137.649,104.376,40.531,217.128,99.497,88.506,123.423,146.595,101.928,182.599,61.287,129.229,240.097,118.161,148.7,114.462,166.761,106.077,110.131,91.746,17.355,89.907,131.629,130.321,148.457,115.361,104.059,172.473,129.316,136.798,143.149,168.04,187.549,21.67,249.106,137.505,134.626,120.011,69.604,152.247,139.273,109.215,44.904,0,151.891,135.998,134.497,121.508,149.338,159.534,136.633,111.025,160.936,152.545,151.494,117.838,9.208,189.85,179.722,137.104,176.315,171.144,10.041,281.347,14.26,148.119,125.514,139.89,15.447,122.861,128.875,248.301,135.357,155.421,32.769, 
El Pueblito (Crucero Nacional),74.364,89.446,24.465,210.48,144.411,13.745,44.895,27.691,23.053,1.562,275.003,21.333,116.858,38.742,67.649,6.149,106.086,83.796,20.191,26.067,116.676,104.105,21.863,31.35,7.425,33.573,21.967,216.472,80.445,16.207,127.074,22.789,35.678,34.501,53.739,27.768,7.465,49.687,123.525,28.555,23.987,17.298,40.815,12.819,26.359,59.451,16.293,23.776,73.141,216.539,199.602,127.84,136.083,29.863,54.665,12.369,47.721,83.508,31.631,11.616,151.075,151.891,0,21.735,20.117,58.135,18.634,8.567,22.254,216.869,17.659,0.774,3.879,55.208,151.296,38.883,28.755,21.815,25.348,27.867,111.123,130.38,104.21,4.842,27.771,17.536,108.294,31.064,22.579,97.334,18.761,4.401,89.713, 
Unin y Progreso,62.141,107.062,21.308,193.483,128.518,20.309,57.13,45.307,35.288,23.297,235.071,18.176,104.635,21.745,55.426,26.209,93.863,66.799,42.242,5.235,104.453,121.721,1.425,15.457,28.016,51.188,9.744,234.088,68.222,33.822,144.69,22.737,53.293,22.278,71.354,6.936,14.724,32.691,106.528,11.64,36.222,34.914,53.05,19.954,4.813,77.066,33.909,41.391,90.756,234.155,217.218,110.843,153.699,42.098,42.442,24.604,30.725,101.123,43.866,13.791,134.078,135.998,21.735,0,7.603,78.924,7.152,29.357,9.74,199.363,30.759,22.368,21.317,38.797,88.913,59.672,49.544,2.084,46.137,40.967,93.617,151.17,86.704,17.942,10.692,9.695,90.788,13.558,6.974,118.124,3.987,25.244,72.206, 
Jalapilla,55.409,105.443,19.706,193.086,127.017,18.707,55.511,43.688,33.669,21.679,234.674,16.574,97.903,21.348,48.694,24.591,87.131,66.402,40.623,11.956,97.721,120.102,7.752,13.956,26.397,49.569,3.013,232.469,61.49,32.203,143.071,21.135,51.674,15.546,69.735,13.657,13.105,32.293,106.131,11.16,34.603,33.295,51.431,18.335,12.248,75.447,32.29,39.772,89.137,232.536,215.599,110.446,152.08,40.479,35.711,22.985,30.327,99.504,42.247,12.189,133.681,134.497,20.117,7.603,0,76.492,16.729,26.924,2.183,199.363,28.327,19.936,18.885,37.701,133.79,57.24,47.112,9.959,43.705,38.535,93.617,148.737,86.704,15.51,10.265,7.281,90.788,13.558,7.607,115.691,5.014,22.812,72.207, 
Cosolapa,100.947,74.207,85.727,84.283,201.622,70.958,88.067,53.664,80.263,59.697,229.464,82.595,92.685,95.953,113.882,59.336,81.913,141.007,35.272,83.277,92.503,34.334,79.073,88.561,58.374,28.565,79.177,170.933,96.314,43.745,81.535,80.002,26.955,91.711,8.084,84.978,64.675,106.898,104.434,85.765,81.197,50.179,98.025,70.029,83.569,2.011,49.174,43.187,13.993,171,154.063,109.062,68.898,87.073,71.085,69.579,104.932,24.36,88.841,68.829,132.296,121.508,58.135,78.924,76.492,0,76.061,52.468,79.68,230.75,75.086,57.87,59.957,112.634,208.723,63.011,40.017,79.242,49.476,85.294,120.303,87.521,161.637,62.269,85.197,74.963,165.721,88.491,80.006,54.476,76.188,55.344,147.14, 
Atzacan,71.811,103.961,20.53,199.604,141.858,19.531,54.029,42.206,19.647,20.196,241.192,17.398,114.305,27.866,65.096,23.108,103.533,72.92,39.141,11.505,114.123,118.62,7.302,28.797,24.915,48.087,19.414,230.987,77.892,30.721,141.589,21.959,50.192,31.948,68.253,13.206,11.286,38.811,112.649,17.76,33.121,31.813,49.949,10.958,11.798,73.965,30.808,38.29,87.655,231.054,214.117,116.964,150.598,38.997,52.112,21.503,36.845,98.022,28.225,13.013,140.199,149.338,18.634,7.152,16.729,76.061,0,30.24,19.435,205.033,31.642,23.251,22.2,52.389,94.583,60.555,50.427,5.483,47.02,41.85,99.287,152.053,92.374,18.825,16.362,6.779,96.458,19.228,12.644,119.007,8.052,26.127,77.876, 
Amatln de los Reyes,82.006,80.368,36.159,218.123,152.054,21.39,52.538,18.613,30.696,10.129,265.925,33.027,124.5,46.385,75.291,11.622,113.728,91.439,12.912,33.71,124.318,95.027,29.506,38.993,10.661,24.494,29.609,207.394,88.087,4.492,117.996,30.434,26.599,42.143,44.66,35.411,15.107,57.33,131.168,36.197,31.63,8.22,48.458,20.461,34.002,50.372,5.007,14.697,64.062,207.461,190.524,135.483,127.005,37.506,62.307,20.012,55.364,74.429,39.274,19.261,158.718,159.534,8.567,29.357,26.924,52.468,30.24,0,29.847,224.463,25.253,8.038,12.186,62.801,158.89,32.678,22.55,29.409,19.143,35.461,118.717,124.176,111.804,12.436,35.364,25.13,115.888,38.658,30.173,91.13,26.355,9.1,97.307, 
Rafael Delgado,56.519,107.58,21.843,195.222,129.153,20.844,57.648,45.825,35.806,23.816,236.81,18.711,99.013,23.484,49.804,26.728,88.241,68.538,42.76,14.093,98.831,122.239,9.889,16.092,28.534,51.706,4.122,234.606,62.6,34.34,145.208,23.272,53.811,16.656,71.872,15.794,15.242,34.429,108.267,13.296,36.74,35.432,53.568,20.472,14.385,77.584,34.427,41.909,91.274,234.673,217.736,112.582,154.217,42.616,36.82,25.122,32.463,101.641,44.384,14.326,135.817,136.633,22.254,9.74,2.183,79.68,19.435,29.847,0,201.265,30.229,21.838,20.787,39.603,135.692,59.142,49.014,11.861,45.607,40.437,95.519,150.639,88.606,17.412,12.167,9.183,92.69,15.46,9.509,117.593,6.916,24.714,74.109, 
Huautla de Jimnez,142.858,203.902,216.459,11.344,150.236,215.46,252.264,263.424,230.422,218.431,39.584,213.327,118.767,193.279,155.793,221.343,119.6,135.298,264.263,204.103,114.508,196.495,199.224,188.233,223.15,252.684,201.655,76.285,138.225,228.956,166.33,217.888,254.789,214.189,236.502,205.804,209.858,191.473,93.819,189.634,231.356,265.932,248.184,215.088,203.786,230.712,264.927,256.246,216.842,61.726,81.235,89.403,183.34,237.232,181.917,219.738,169.331,207.17,239,208.942,66.114,111.025,216.869,199.363,199.363,230.75,205.033,224.463,201.265,0,223.03,214.639,213.588,216.618,119.514,270.219,247.812,198.094,257.741,233.238,101.216,145.308,110.777,210.213,186.742,201.984,106.134,183.6,190.103,177.806,196.348,217.515,129.078, 
Chocamn,83.409,102.986,37.561,219.525,153.456,23.917,25.694,41.231,5.775,19.221,288.543,34.429,125.903,47.787,76.694,14.269,115.131,92.841,38.166,35.112,125.721,117.645,30.908,40.395,14.788,47.112,31.012,230.012,89.49,29.746,140.614,32.961,49.217,43.546,67.278,36.813,16.509,58.732,132.57,37.599,5.91,30.838,22.881,21.863,35.404,72.99,29.833,37.315,86.68,230.079,213.142,136.885,149.623,10.662,63.71,5.813,56.766,97.047,14.353,21.338,160.12,160.936,17.659,30.759,28.327,75.086,31.642,25.253,30.229,223.03,0,18.762,17.104,63.815,159.904,56.066,45.938,30.423,42.531,10.382,119.731,147.564,112.818,13.103,36.378,26.144,116.902,39.672,31.187,114.518,27.369,20.87,98.321, 
La Luz Francisco I. Madero (San Romn),75.018,85.77,25.119,211.134,145.065,14.399,45.549,24.015,23.707,2.336,271.327,21.987,117.512,39.396,68.303,6.803,106.74,84.45,19.463,26.721,117.33,100.429,22.517,32.004,6.697,29.896,22.621,212.796,81.099,12.531,123.398,23.443,32.001,35.155,50.062,28.422,8.119,50.341,124.179,29.209,24.641,13.622,41.469,13.473,27.013,55.774,12.617,20.099,69.464,212.863,195.926,128.494,132.407,30.517,55.319,13.023,48.375,79.831,32.285,12.27,151.729,152.545,0.774,22.368,19.936,57.87,23.251,8.038,21.838,214.639,18.762,0,4.541,57.308,153.396,38.109,27.981,23.916,24.574,29.967,113.223,129.606,106.31,6.942,29.871,19.637,110.394,33.164,24.68,96.56,20.862,3.627,91.813, 
Crdoba (Santa Leticia),73.967,89.918,23.254,210.083,144.014,12.535,36.114,26.218,22.049,5.441,275.475,20.122,116.461,38.345,67.252,3.476,105.689,83.399,25.099,25.67,116.279,104.577,21.466,30.953,7.603,31.983,21.57,216.944,80.048,16.679,127.546,21.579,34.088,34.104,52.149,27.371,7.067,49.29,123.128,28.157,17.742,15.825,39.811,12.421,25.962,57.861,11.777,22.186,71.551,217.011,200.074,127.443,136.555,22.494,54.268,11.365,47.324,81.918,30.627,10.406,150.678,151.494,3.879,21.317,18.885,59.957,22.2,12.186,20.787,213.588,17.104,4.541,0,55.769,151.857,36.276,30.079,22.376,22.741,27.302,111.684,131.984,104.771,4.277,28.332,14.956,108.855,31.625,23.14,98.938,19.322,5.072,90.274, 
Maltrata,79.116,140.534,54.797,213.113,110.358,53.798,90.602,78.779,68.76,56.77,254.701,51.665,121.611,34.247,66.429,59.682,110.839,52.71,75.714,43.537,121.429,155.193,38.658,24.059,61.488,84.66,39.993,267.56,85.197,67.294,178.162,56.226,86.765,52.527,104.826,45.238,48.196,27.474,126.158,28.886,69.694,68.386,86.522,53.426,43.22,110.538,67.381,74.863,124.228,267.627,250.69,130.473,187.171,75.57,72.691,58.076,25.508,134.595,77.338,47.28,153.708,117.838,55.208,38.797,37.701,112.634,52.389,62.801,39.603,216.618,63.815,57.308,55.769,0,75.106,81.125,70.997,28.379,67.59,62.419,79.81,172.622,72.897,39.394,16.789,31.165,76.981,14.136,20.15,139.576,26.632,46.696,58.399, 
San Gabriel Chilac,58.989,236.623,150.886,116.009,36.668,149.887,186.691,174.868,164.849,152.858,157.597,147.754,54.524,82.829,46.302,155.77,54.361,24.848,171.803,93.653,52.23,251.282,88.774,77.783,157.577,180.749,136.082,194.298,65.07,163.383,274.251,152.315,182.854,148.616,200.915,95.354,144.285,81.023,29.054,79.184,165.783,164.475,182.611,149.515,93.336,206.627,163.47,170.952,220.317,179.739,199.248,33.369,283.26,171.659,168.78,154.165,58.881,230.684,173.427,143.369,56.604,9.208,151.296,88.913,133.79,208.723,94.583,158.89,135.692,119.514,159.904,153.396,151.857,75.106,0,179.101,168.973,126.355,165.566,160.395,16.517,270.598,8.515,137.37,114.765,129.141,13.689,112.112,118.126,237.552,124.608,144.672,22.021, 
Paso del Macho,112.322,82.259,58.211,248.439,182.37,47.492,46.404,10.874,61.011,40.445,267.816,55.079,154.816,76.701,105.607,36.152,144.044,121.755,40.724,64.025,154.634,96.918,59.821,69.309,35.19,35.037,59.925,209.285,118.403,37.171,119.887,56.536,37.142,72.459,55.203,65.726,45.423,87.646,161.484,66.513,61.945,22.192,78.773,50.777,64.317,60.915,25.99,25.24,74.605,209.352,192.415,165.799,128.896,38.447,92.623,50.327,85.68,84.972,69.589,45.362,189.034,189.85,38.883,59.672,57.24,63.011,60.555,32.678,59.142,270.219,56.066,38.109,36.276,81.125,179.101,0,23.697,55.812,13.917,61.864,145.12,125.748,138.207,38.839,61.767,51.533,142.291,65.061,56.576,92.702,52.758,32.03,123.71, 
Cuitlhuac,102.194,64.389,56.347,257.617,172.242,41.578,58.686,15.631,50.883,30.317,245.409,53.215,129.643,66.573,95.479,29.955,118.871,111.627,23.622,53.897,129.461,74.511,49.693,59.181,28.993,12.043,49.797,186.878,108.275,27.043,97.48,50.622,14.148,62.331,32.209,55.598,35.295,77.518,151.356,56.385,51.817,20.798,68.645,40.649,54.189,37.921,19.793,9.007,48.746,186.945,170.008,155.671,106.489,57.693,82.495,40.199,75.552,55.136,59.461,39.449,178.906,179.722,28.755,49.544,47.112,40.017,50.427,22.55,49.014,247.812,45.938,27.981,30.079,70.997,168.973,23.697,0,49.474,13.469,55.526,138.782,104.799,131.869,32.501,55.429,45.195,135.953,58.723,50.238,71.753,46.42,25.576,117.372, 
Palmira,64.792,107.142,21.388,194.589,129.624,20.389,57.21,45.387,35.368,23.377,236.177,18.256,107.286,22.851,58.077,26.289,96.514,67.905,42.322,4.91,107.104,121.801,2.943,16.563,28.096,51.268,12.395,234.168,70.873,33.902,144.77,22.817,53.373,24.929,71.434,6.611,14.804,33.796,107.634,12.746,36.302,34.994,53.13,16.396,7.02,77.146,33.989,41.471,90.836,234.235,217.298,111.949,153.779,42.178,45.093,24.684,31.83,101.203,43.946,13.871,135.184,137.104,21.815,2.084,9.959,79.242,5.483,29.409,11.861,198.094,30.423,23.916,22.376,28.379,126.355,55.812,49.474,0,46.402,41.232,94.935,151.435,88.022,18.207,12.01,9.96,92.106,14.876,8.292,118.389,4.252,25.509,73.524, 
General Miguel Alemn (Potrero Nuevo),98.787,69.781,44.676,234.904,168.835,33.957,51.348,3.492,47.476,26.91,255.338,41.544,141.281,63.166,92.072,22.617,130.509,108.22,27.189,50.49,141.099,84.44,46.286,55.774,21.655,21.502,46.39,196.807,104.868,23.636,107.409,43.001,23.607,58.924,41.668,52.191,31.888,74.111,147.949,52.978,48.41,8.657,65.238,37.242,50.782,47.38,12.455,11.705,61.07,196.874,179.937,152.264,116.418,54.286,79.088,36.792,72.145,71.437,56.054,31.827,175.499,176.315,25.348,46.137,43.705,49.476,47.02,19.143,45.607,257.741,42.531,24.574,22.741,67.59,165.566,13.917,13.469,46.402,0,48.328,131.584,118.286,124.671,25.303,48.231,37.997,128.755,51.525,43.04,85.24,39.222,18.494,110.174, 
Coscomatepec de Bravo,93.617,113.194,47.769,229.733,163.664,34.125,31.117,51.439,15.983,29.429,298.751,44.637,136.111,57.995,86.902,24.477,125.339,103.049,48.374,45.32,135.929,127.853,41.116,50.603,23.097,57.32,41.22,240.22,99.698,39.954,150.822,43.169,59.425,53.754,77.486,47.021,26.717,68.94,142.778,47.807,7.794,41.046,13.732,32.071,45.612,83.198,40.041,47.523,96.888,240.287,223.35,147.093,159.831,13.734,73.918,16.021,66.974,107.255,17.557,31.546,170.328,171.144,27.867,40.967,38.535,85.294,41.85,35.461,40.437,233.238,10.382,29.967,27.302,62.419,160.395,61.864,55.526,41.232,48.328,0,129.143,156.976,122.23,22.515,45.79,35.556,126.314,49.084,40.599,123.93,36.781,30.282,107.733, 
San Sebastin Zinacatepec,59.321,196.45,110.713,97.711,44.489,109.714,146.518,134.695,124.676,112.685,139.299,107.581,36.226,87.533,51.006,115.597,36.063,29.552,131.63,98.357,33.932,211.109,93.478,82.487,117.404,140.576,95.909,176,54.688,123.21,234.078,112.142,142.681,108.443,160.742,100.058,104.112,85.727,10.756,83.888,125.61,124.302,142.438,109.342,98.04,120.492,123.297,130.779,136.55,161.441,180.95,15.071,243.087,131.486,98.38,113.992,63.585,145.648,133.254,103.196,38.306,10.041,111.123,93.617,93.617,120.303,99.287,118.717,95.519,101.216,119.731,113.223,111.684,79.81,16.517,145.12,138.782,94.935,131.584,129.143,0,240.905,8.241,107.677,84.206,99.448,5.218,81.064,87.567,207.859,93.812,114.979,26.542, 
Tres Valles,203.819,60.673,157.972,155.113,273.867,143.203,174.351,120.195,152.509,131.942,142.905,154.84,181.031,168.198,197.104,131.86,170.259,213.252,121.034,155.523,180.849,53.266,151.319,160.806,130.899,109.455,151.422,84.374,184.66,128.669,23.101,152.247,111.56,163.956,93.273,157.224,136.92,179.143,237.588,158.01,153.443,122.703,170.271,142.274,155.815,87.483,121.698,113.017,73.613,84.441,67.504,233.172,40.111,159.319,184.12,141.825,177.177,63.941,161.087,141.074,209.883,281.347,130.38,151.17,148.737,87.521,152.053,124.176,150.639,145.308,147.564,129.606,131.984,172.622,270.598,125.748,104.799,151.435,118.286,156.976,240.905,0,233.995,134.627,157.555,147.321,238.079,160.849,152.364,34.304,148.546,131.29,219.498, 
Altepexi,56.781,189.537,103.8,107.272,37.577,102.801,139.605,127.782,117.763,105.772,148.86,100.668,45.787,80.62,44.094,108.684,45.624,22.639,124.717,91.444,43.493,204.196,86.565,75.574,110.491,133.663,88.996,185.561,64.249,116.297,227.165,105.229,135.768,101.53,153.829,93.145,97.199,78.814,20.317,76.975,118.697,117.389,135.525,102.429,91.127,159.541,116.384,123.866,173.231,171.002,190.511,24.632,236.174,124.573,121.694,107.079,56.672,183.598,126.341,96.283,47.867,14.26,104.21,86.704,86.704,161.637,92.374,111.804,88.606,110.777,112.818,106.31,104.771,72.897,8.515,138.207,131.869,88.022,124.671,122.23,8.241,233.995,0,100.865,77.394,92.636,5.345,74.252,80.755,201.047,87,108.167,19.73, 
Fortn de las Flores,70.592,90.169,24.744,206.708,140.639,11.1,39.89,28.414,18.048,6.404,275.726,21.612,113.086,34.97,63.877,8.191,102.314,80.024,25.349,22.295,112.904,104.828,18.091,27.578,11.123,34.295,18.195,217.195,76.673,16.929,127.797,20.144,36.4,30.729,54.461,23.996,3.692,45.915,119.753,24.782,18.982,18.021,35.81,9.046,22.587,60.173,17.016,24.498,73.863,217.262,200.325,124.068,136.806,24.858,50.893,7.364,43.949,84.23,26.626,8.521,147.303,148.119,4.842,17.942,15.51,62.269,18.825,12.436,17.412,210.213,13.103,6.942,4.277,39.394,137.37,38.839,32.501,18.207,25.303,22.515,107.677,134.627,100.865,0,24.26,12.634,104.784,27.554,19.069,101.415,15.251,8.535,86.203, 
Nogales,82.959,113.097,27.36,183.237,118.034,26.361,63.165,51.342,41.323,29.333,224.825,24.228,125.454,11.499,70.272,32.245,114.682,56.553,48.277,15.432,125.272,127.756,10.553,5.02,34.051,57.223,12.556,240.123,89.04,39.857,150.725,28.789,59.328,25.09,77.389,17.133,20.76,22.444,96.282,1.394,42.257,40.949,59.085,25.989,15.115,83.101,39.944,47.426,96.791,240.19,223.253,100.597,159.734,48.133,45.254,30.639,20.478,107.158,49.901,19.843,123.832,125.514,27.771,10.692,10.265,85.197,16.362,35.364,12.167,186.742,36.378,29.871,28.332,16.789,114.765,61.767,55.429,12.01,48.231,45.79,84.206,157.555,77.394,24.26,0,16.385,80.813,3.583,4.093,124.795,10.338,31.916,62.231, 
Ixtaczoquitln,62.363,102.863,13.685,198.479,132.41,12.686,52.931,41.108,31.089,19.098,240.067,10.553,104.857,26.741,55.648,18.869,94.085,71.795,38.043,14.048,104.675,117.522,9.844,19.349,20.908,46.989,9.966,229.889,68.444,29.623,140.491,15.114,49.094,22.5,67.155,15.749,7.022,37.686,111.524,16.554,32.023,30.715,48.851,12.146,14.34,72.867,29.71,37.192,86.557,229.956,213.019,115.839,149.5,37.899,42.664,20.405,35.72,96.924,39.667,6.168,139.074,139.89,17.536,9.695,7.281,74.963,6.779,25.13,9.183,201.984,26.144,19.637,14.956,31.165,129.141,51.533,45.195,9.96,37.997,35.556,99.448,147.321,92.636,12.634,16.385,0,96.247,19.017,10.515,113.289,6.698,20.41,77.666, 
Ciudad de Ajalpan,60.865,193.621,107.884,102.629,41.66,106.885,143.689,131.866,121.847,109.856,144.217,104.752,41.144,84.704,48.178,112.768,40.981,26.723,128.801,95.528,38.85,208.28,90.649,79.658,114.575,137.747,93.08,180.918,59.606,120.381,231.249,109.313,139.852,105.614,157.913,97.229,101.283,82.898,15.674,81.059,122.781,121.473,139.609,106.513,95.211,163.625,120.468,127.95,177.315,166.359,185.868,19.989,240.258,128.657,125.778,111.163,60.756,150.566,130.425,100.367,43.224,15.447,108.294,90.788,90.788,165.721,96.458,115.888,92.69,106.134,116.902,110.394,108.855,76.981,13.689,142.291,135.953,92.106,128.755,126.314,5.218,238.079,5.345,104.784,80.813,96.247,0,78.424,84.927,205.219,91.172,112.339,23.902, 
Ciudad Mendoza,79.817,116.391,30.654,180.095,115.381,29.655,66.459,54.636,44.617,32.626,221.683,27.522,122.312,7.517,67.13,35.538,111.54,53.411,51.571,18.298,122.13,131.05,13.419,2.132,37.345,60.517,15.85,243.417,85.898,43.151,154.019,32.083,62.622,28.384,80.683,19.999,24.053,19.302,93.14,3.828,45.551,44.243,62.379,29.283,17.981,86.395,43.238,50.72,100.085,243.484,226.547,97.455,163.028,51.427,48.548,33.933,17.336,110.452,53.195,23.137,120.69,122.861,31.064,13.558,13.558,88.491,19.228,38.658,15.46,183.6,39.672,33.164,31.625,14.136,112.112,65.061,58.723,14.876,51.525,49.084,81.064,160.849,74.252,27.554,3.583,19.017,78.424,0,6.965,128.124,13.21,35.244,58.953, 
Ro Blanco,86.32,107.906,22.152,186.598,121.395,21.153,57.974,46.151,36.132,24.141,228.186,19.02,128.815,14.86,73.633,27.053,118.043,59.914,43.086,11.714,128.633,122.565,6.835,8.381,28.86,52.032,9.898,234.932,92.401,34.666,145.534,23.581,54.137,22.432,72.198,13.415,15.568,25.805,99.643,4.755,37.066,35.758,53.894,20.798,11.397,77.91,34.753,42.235,91.6,234.999,218.062,103.958,154.543,42.942,42.596,25.448,23.839,101.967,44.71,14.635,127.193,128.875,22.579,6.974,7.607,80.006,12.644,30.173,9.509,190.103,31.187,24.68,23.14,20.15,118.126,56.576,50.238,8.292,43.04,40.599,87.567,152.364,80.755,19.069,4.093,10.515,84.927,6.965,0,118.964,6.634,26.084,65.602, 
Tierra Blanca,170.773,30.873,124.926,187.611,240.821,110.157,141.305,87.149,119.463,98.896,175.403,121.794,147.986,135.152,164.058,98.814,137.214,180.206,87.988,122.477,147.804,20.221,118.273,127.76,97.853,76.409,118.376,116.872,151.615,95.623,27.474,119.201,78.514,130.91,60.228,124.178,103.874,146.097,219.935,124.964,120.397,89.657,137.225,109.228,122.769,54.438,88.652,79.971,40.568,116.939,100.002,224.25,36.483,126.273,151.074,108.779,144.131,30.896,128.041,108.028,247.485,248.301,97.334,118.124,115.691,54.476,119.007,91.13,117.593,177.806,114.518,96.56,98.938,139.576,237.552,92.702,71.753,118.389,85.24,123.93,207.859,34.304,201.047,101.415,124.795,113.289,205.219,128.124,118.964,0,115.758,98.502,186.71, 
Orizaba,59.847,104.088,18.335,192.843,127.877,17.336,54.156,42.333,32.314,20.323,234.431,15.203,102.341,21.104,53.132,23.235,91.569,66.159,39.268,8.34,102.159,118.747,4.136,14.816,25.042,48.214,7.45,231.114,65.928,30.848,141.716,19.764,50.319,19.984,68.38,10.041,11.75,32.05,105.888,10.999,33.248,31.94,50.076,16.98,8.632,74.092,30.935,38.417,87.782,231.181,214.244,110.203,150.725,39.124,40.148,21.63,30.084,98.149,40.892,10.818,133.438,135.357,18.761,3.987,5.014,76.188,8.052,26.355,6.916,196.348,27.369,20.862,19.322,26.632,124.608,52.758,46.42,4.252,39.222,36.781,93.812,148.546,87,15.251,10.338,6.698,91.172,13.21,6.634,115.758,0,21.955,71.828, 
Crdoba,77.894,86.832,27.007,214.01,147.941,16.288,33.679,21.605,25.815,5.963,272.389,23.875,120.388,42.272,71.179,4.948,109.616,87.326,20.919,29.597,120.206,101.491,25.393,34.88,3.986,27.37,25.497,213.858,83.975,13.593,124.46,25.332,29.475,38.031,47.536,31.298,10.995,53.217,127.055,32.085,19.803,11.212,43.577,16.349,29.889,53.248,7.164,17.573,66.938,213.925,196.988,131.37,133.469,24.555,58.195,15.131,51.251,77.305,34.393,14.158,154.605,155.421,4.401,25.244,22.812,55.344,26.127,9.1,24.714,217.515,20.87,3.627,5.072,46.696,144.672,32.03,25.576,25.509,18.494,30.282,114.979,131.29,108.167,8.535,31.916,20.41,112.339,35.244,26.084,98.502,21.955,0,93.297, 
Tehuacn,66.842,175.04,89.303,125.573,24.748,88.304,125.108,113.285,103.266,91.275,167.161,86.171,64.088,66.123,54.155,94.187,63.925,8.142,110.22,76.946,61.794,189.699,72.067,61.076,95.994,119.166,74.499,203.862,72.923,101.8,212.668,90.732,121.271,87.033,139.332,78.647,82.702,64.316,38.618,62.477,104.2,102.892,121.028,87.932,76.629,145.044,101.887,109.369,158.734,189.303,208.812,42.933,221.677,110.076,107.197,92.582,42.174,169.101,111.844,81.786,66.168,32.769,89.713,72.206,72.207,147.14,77.876,97.307,74.109,129.078,98.321,91.813,90.274,58.399,22.021,123.71,117.372,73.524,110.174,107.733,26.542,219.498,19.73,86.203,62.231,77.666,23.902,58.953,65.602,186.71,71.828,93.297,0, 
